35	0.101384475785	11914329
36	0.628415300546	183
37	0.550632911392	2528
38	0.346967559944	7090
39	0.283829855026	31385
40	0.221101325505	56205
41	0.183789940206	80777
42	0.171587599088	123249
43	0.167704322027	260202
44	0.139518313817	248419
45	0.134728604134	307945
46	0.0488866705488	108189
47	0.0409666784322	133157
48	0.0379548729959	177632
49	0.0445298587202	336920
50	0.0477149806839	524175
51	0.0356720808288	586425
52	0.0252781647608	485953
53	0.0196452122667	420815
54	0.0129995854824	381166
55	0.0100544468878	510222
56	0.0148201209806	1507680
57	0.00754495814326	511865
58	0.00839606434484	960450
59	0.00668468604772	978206
60	0.00719572907297	1793147
61	0.00560582022461	1603512
62	0.00390164931782	2307742
63	0.00473453605622	2552098
64	0.00274756423057	3554421
65	0.00271451537997	2555889
66	0.0017800386144	8103195
67	0.00153509252312	2921648
68	0.00122488466827	8708575
69	0.000823926522048	9205918
70	0.000761292623749	5007273
71	0.00101202497039	19131939
72	0.00110782822301	18770058
73	0.00117287831124	46560670
