35	0.152906500661	429864
38	0.25132418117	9251
39	0.227165087957	5912
40	0.134798008316	58443
41	0.103202545069	23575
42	0.108111424715	8149
43	0.0463171437761	37308
44	0.0342799188641	14790
45	0.0405421759651	8263
46	0.0469135802469	20250
47	0.0542902163014	6981
48	0.0323751815314	39938
49	0.0513239793227	18958
50	0.0321079679615	43198
51	0.0290678159531	74481
52	0.0144454692184	86740
53	0.0114319398543	103482
54	0.0113487763871	21412
55	0.0098157444541	35657
56	0.0180150373452	120899
57	0.0141317080199	159641
58	0.00894467538298	258366
59	0.00294438314847	153173
60	0.0171596041398	282524
61	0.00303963429152	126002
62	0.00811484510862	496251
63	0.0104351403059	515374
64	0.00967918584666	922185
65	0.00716940311552	789466
66	0.0127132456808	1766976
67	0.0107028144933	4191234
68	0.00854292173371	22689193
69	0.000942780797529	3622263
70	0.00107081542045	4547936
71	0.000258502715344	1408109
72	0.000243694055673	5199142
73	0.000206052387737	3926186
74	0.000208754463066	15305062
