35	0.166715192453	17173
38	0.306332842415	679
39	0.26735218509	389
40	0.144327105334	3693
41	0.115414407436	1291
42	0.1	340
43	0.0397186594952	2417
44	0.0197444831591	861
45	0.0514579759863	583
46	0.0433604336043	1107
47	0.0627906976744	430
48	0.0287449392713	2470
49	0.0570824524313	946
50	0.0289377289377	2730
51	0.0276143051154	4418
52	0.0124178232286	5476
53	0.0115207373272	6510
54	0.018341307815	1254
55	0.0115364446775	1907
56	0.015974025974	7700
57	0.0110445912469	9688
58	0.0070816008316	15392
59	0.00364506207996	8779
60	0.0130463536343	16633
61	0.00301810865191	6958
62	0.00675317328431	28283
63	0.00857667959975	29382
64	0.00914343639128	49325
65	0.0061784135735	42082
66	0.0110917676984	95927
67	0.0108741448147	199372
68	0.00785680495081	1035790
69	0.000849894952984	147077
70	0.00136793191667	191530
71	0.000419691293737	64333
72	0.000358991370575	220061
73	0.000236469689436	164926
74	0.000269997417416	596302
